Contributor ID,Ratio,Mean_gap,Max_gap
19992876,0.10616040294459511,9,122
473593,0.07159783344617468,14,286
7397251,0.02661676024121439,37,238
11308236,0.35829362378034946,2,53
10951369,0.48185980979218035,2,251
30215100,0.09549274255156608,10,151
32314202,0.11074380165289256,9,128
20060119,0.07207863123407353,13,219
8318174,0.04216999780364595,23,2290
15977090,0.15892420537897312,6,109
754619,0.4391625193066758,2,282
921080,0.31642288465099055,3,97
12683541,0.0499219968798752,20,255
490055,0.0350844277673546,28,1435
196153,0.08476221287609188,11,475
11009441,0.07220708446866485,13,100
9092818,0.089106800255809,11,323
1121468,0.03850305865419216,26,406
385115,0.06607142857142857,15,1402
195374,0.11395101171458999,8,1291
7098284,0.427,2,61
8638440,0.04260780287474333,23,272
121745,0.11423670668953688,8,855
748161,0.0938375350140056,10,528
88149,0.07592077831827658,13,867
1812441,0.05581395348837209,17,678
820190,0.10828360828360828,9,547
1757249,0.06106484986121625,16,1384
19235,0.01936592222395752,52,2463
8024439,0.320774354704413,3,304
488581,0.02449624654286843,41,624
209266,0.11481621826449413,8,212
39203244,0.3147632311977716,3,183
12416903,0.07064700285442435,14,272
1219,0.2685351373740163,3,107
96890,0.4239497827136649,2,65
1839933,0.033099936346276254,30,1570
241822,0.37865853658536586,2,230
920945,0.208664546899841,4,647
2803694,0.027162447257383968,37,1592
503748,0.1811132650235392,5,732
1276024,0.15067061487545724,6,83
4296922,0.04839809134287662,20,497
5692371,0.04900181488203267,20,1109
4469495,0.5687898089171974,1,436
3150196,0.2588972893232528,3,157
6959733,0.0561550759392486,17,284
203434,0.7619225734056481,1,333
3138265,0.13396432471787403,7,328
6855902,0.02911830584402362,34,1037
698799,0.13044964951273721,7,145
237572,0.23135669362084457,4,56
9676078,0.26686851211072665,3,140
205121,0.5859184384803068,1,212
9790879,0.08616880247459124,11,158
22041646,0.40229445506692163,2,140
332841,0.1098433242506812,9,213
25046916,0.2714440825190011,3,20
232051,0.12465893587994543,8,598
224548,0.02572347266881029,39,3405
452631,0.31484502446982054,3,179
105499,0.16399286987522282,6,188
158443,0.04772727272727273,21,2074
113077,0.03536664503569111,28,811
97276,0.03648863035430989,27,1129
4261,0.08603066439522998,11,490
1395162,0.6141404805914972,1,275
2443410,0.03534910896874087,28,508
15179295,0.045158665581773796,22,519
2584239,0.03974763406940063,25,1815
17631563,0.06091101694915254,16,243
19014806,0.04918032786885246,20,252
18916437,0.08532695374800638,11,475
563447,0.0832258064516129,12,531
487310,0.17678645187938868,5,144
774663,0.11050648807032232,9,276
131286,0.020942408376963352,48,2584
52568,0.14100346020761245,7,229
37878,0.15504511894995898,6,233
509520,0.15818858560794044,6,340
429249,0.10352941176470588,9,534
6192846,0.07634493670886076,13,490
16710,0.27302008336491096,3,284
506179,0.38054818744473917,2,265
7167267,0.3556910569105691,2,163
4373394,0.03436807095343681,29,1025
105732,0.05811841627315656,17,151
5202324,0.12145049884881044,8,300
18632153,0.1811320754716981,5,414
264323,0.4798387096774194,2,141
855858,0.08946812257837267,11,536
11304,0.04826815642458101,20,631
157515,0.29232944503358077,3,636
364144,0.035430839002267574,28,922
922466,4.913043478260869,0,4
80797,0.8050065876152833,1,88
134417,0.12942477876106195,7,305
283279,0.12562814070351758,8,306
203730,0.10105913503971757,9,294
412498,0.11677479147358666,8,219
147410,0.08030954428202923,12,723
100726,0.038254216657972524,26,909
173687,0.1374832064487237,7,417
310131,0.06467661691542288,15,370
295294,0.021932952924393723,45,2425
3160007,0.04563719862227325,22,459
5017767,0.1554858934169279,6,113
6912407,0.21407407407407408,4,224
613068,0.06493016232540581,15,247
1224855,0.0597776562784764,16,213
2300502,0.24296216603908913,4,113
87355,0.3881342701014832,2,90
12014816,0.04093567251461988,24,251
1304678,0.29072730837090766,3,215
537433,0.14110787172011663,7,55
13128142,0.06499032882011606,15,271
4007668,0.1537887271369914,6,171
20318,0.12527964205816555,7,802
736168,0.0474771923291752,21,386
11127842,0.05153678981682707,19,388
557233,0.05961199294532628,16,320
6636894,0.12526539278131635,8,306
17113675,0.09228550829127613,10,282
13361749,0.07697456492637215,13,702
7357706,0.15356200527704486,6,510
9755426,0.1652490886998785,6,104
503067,0.0775892541534111,12,2501
5718152,0.3375943000838223,2,238
4293477,0.5171225937183384,1,214
14403972,0.15485407980941035,6,1622
32762897,0.09097080787508487,11,100
19540414,0.0698874296435272,14,805
320236,0.018089602704987322,55,602
7269056,0.02698249227600412,37,1967
470876,0.030405405405405407,33,3895
359256,0.09235453315290934,10,198
234192,0.1407811080835604,7,137
327589,0.06531937928545652,15,1112
128551,0.05739692805173808,17,1091
1008387,0.46950517836593786,2,442
205136,0.05805998947553061,17,458
991331,0.029974160206718347,33,390
12744454,0.24702459666754828,4,449
446342,0.03586854460093897,28,1023
543047,0.03187803187803188,31,603
2268254,0.3974358974358974,2,92
928626,0.040425088560116694,24,559
10784,0.20672740014015417,4,227
66,0.3756171667299658,2,1698
808676,0.11242334771746536,8,612
1738140,0.05374396135265701,18,462
427947,0.19530658591975775,5,1907
243277,0.017232554171643065,58,618
5965514,0.0606632515502831,16,203
10172481,0.10253456221198157,9,194
5630772,0.06222012726844214,16,1288
5075409,0.0781414994720169,12,348
577301,0.19466035822913147,5,203
1426328,0.12530799014431537,7,690
18369771,0.14782608695652175,6,417
13791031,0.3606761123539647,2,75
5288432,0.22978806907378335,4,1462
1349228,0.07729681978798586,12,595
318802,0.03970741901776385,25,283
303688,0.10191292875989445,9,379
7826393,2.039473684210526,0,7
4280259,0.06640405177265053,15,446
612255,0.02506265664160401,40,292
222607,0.03953531946786584,25,2263
1866741,0.07198205546492659,13,206
525927,0.33838894506235256,2,212
93143,0.5908519333542911,1,432
1909773,0.0764718661742342,13,255
4057701,0.04481459448740829,22,392
611413,0.024777006937561942,40,1351
14423536,0.14705882352941177,6,91
9929111,0.716370808678501,1,51
16487455,0.13925479864508844,7,1391
31876559,0.10831721470019343,9,311
214232,0.027887760371836805,36,900
125972,0.2762810353935552,3,324
30571117,0.13984168865435356,7,791
7227106,0.3968462549277267,2,323
6404,0.03038309114927345,33,1099
643450,0.028368794326241134,35,483
210259,0.11583859456491902,8,613
1382933,0.0806076854334227,12,387
15822,0.0509236145781328,19,773
11498870,0.1361713379164463,7,281
17171,0.11070889894419306,9,363
38427,0.03728941889078175,26,358
339650,0.0467723231542327,21,807
6012605,0.23476702508960573,4,109
1239045,0.049551924090669476,20,908
5811004,0.030226167829211583,33,740
731091,0.2220294882914137,4,96
159495,0.6809815950920245,1,199
2090713,0.027158643940812886,37,4588
2376,0.22970535177390258,4,785
454221,0.027281913102054564,36,270
273788,1.6367713004484306,0,36
676502,0.10058657397349555,9,1038
204692,0.07953795379537953,12,226
46160,0.04612195543271722,21,1196
2164608,0.05,20,1670
469010,0.1613415360190514,6,2665
835,0.06433061388257322,15,367
212624,0.0808148645623461,12,759
214926,0.13271436373566356,7,1704
125787,0.06776897997205403,14,1343
11902450,0.02660594439117929,37,361
899547,0.059322033898305086,16,275
1211616,2.137511693171188,0,233
171365,0.0630779392338177,15,573
405840,0.033082154015805915,30,459
736847,0.025964787479992885,38,424
447784,0.04274937133277452,23,2190
122305,0.3985480943738657,2,301
14814465,0.06353427895981087,15,2552
713860,0.07239978809818118,13,575
1179460,0.062193126022913256,16,777
15881234,0.14957478739369684,6,401
1749459,0.12486525332375134,8,438
634828,0.06282900322635422,15,575
883252,0.12664393570384802,7,564
21492,0.173391494002181,5,512
4588674,0.04673564038530146,21,206
244946,0.10359025032938077,9,328
69025,0.09518658734451055,10,248
6149469,0.03974082073434125,25,2029
6617523,0.06200491668942912,16,1263
64853,0.0612468671679198,16,204
2438920,0.06766917293233082,14,2135
11743424,1.096676737160121,0,95
5223685,0.1603469640644362,6,1050
1499324,0.14813701923076922,6,84
352579,0.161840213596221,6,2651
11795830,0.205648720211827,4,581
510132,0.08489388264669163,11,554
17175611,0.3485254691689008,2,105
13975403,0.36212624584717606,2,231
14882394,0.15811688311688313,6,456
10808929,0.2638219775177793,3,300
25523690,0.2990420658059142,3,159
17643696,0.10850801479654747,9,752
11508456,0.060879697057966795,16,373
202394,0.05632745024408562,17,320
577284,0.14718321772965656,6,1276
2366721,0.2507686395080707,3,3125
16477971,0.09299097848716169,10,418
7770027,0.039779005524861875,25,395
511164,0.11311154598825832,8,968
1129948,0.10716655607166556,9,494
31797,0.030685161832702815,32,1444
163732,0.05086705202312139,19,514
4576738,0.06681190994916485,15,389
8965090,0.0638804677349502,15,274
1175300,0.11424100156494522,8,155
4995299,0.06502732240437159,15,168
4066845,0.028802710843373495,34,192
1241000,0.035607262471355546,28,596
2590656,0.022167487684729065,45,1252
2663551,0.08866995073891626,11,1248
41980,0.0978328173374613,10,152
873891,0.023850674040788108,42,1011
146986,0.32045929018789143,3,280
2796609,0.28681177976952626,3,240
191757,0.19551092734790312,5,231
746004,0.14384508990318118,6,200
21860,0.04708199069101325,21,623
846916,0.029487842731505433,34,2037
236191,0.07179829687760896,13,578
6277327,0.10801999565311889,9,112
7565238,0.030496131087847066,33,583
7949351,0.03541351759879076,28,461
4796325,0.1760690624372616,5,422
26021349,0.2708803611738149,3,130
389283,0.05969534787978592,16,642
176932,0.1632145816072908,6,286
260097,0.09688067337844529,10,1081
355698,0.03567528212595559,28,2371
308437,0.18477593615715163,5,72
760284,0.15144488048519444,6,217
3287151,0.03143534994068802,32,1632
123983,0.03668091168091168,27,861
6046731,0.07956159935051756,12,206
16460235,0.6950570342205323,1,698
7862,0.12196861626248216,8,124
5183450,0.18352748824851828,5,136
773061,0.020833333333333332,48,795
3107162,0.10427661510464058,9,609
1652336,0.034249471458773786,29,1940
2032457,0.05463619648016811,18,384
84417,0.5633736453588817,1,137
22449,0.025476711472335104,39,4226
142208,0.12156215621562157,8,172
189417,0.06139088729016787,16,322
133298,0.07709059233449478,13,617
410906,0.034325360598867996,29,277
4080342,0.05023430178069353,19,2043
1208138,0.10075187969924812,10,233
86163,0.021187214611872146,47,280
1902946,0.05668103448275862,17,795
373827,0.03451742627345845,29,1035
13051,0.06494535086329796,15,1878
101935,0.09366602687140115,10,604
90192,0.10603035143769968,9,1641
1616157,0.40679539546973636,2,315
4034676,0.019794584500466852,51,772
141662,0.1831451390801432,5,552
6391508,0.03312392918332382,30,1085
82432,0.3491600959890298,2,331
3116621,0.0793300202466409,12,376
15428987,0.03965470731049366,25,460
485402,0.049410870391486124,20,727
1603072,0.01915085817524842,52,733
4441371,0.0772009887811371,12,188
5360838,0.10907335907335908,9,201
9056972,0.08399452804377565,11,402
13294494,0.03692401586817211,27,150
293035,0.17505315379163713,5,323
8363265,0.07333767926988266,13,237
4555919,0.05471007513003275,18,387
8264159,0.09655172413793103,10,107
220924,0.2590401051939514,3,279
5984052,0.08675978752705095,11,648
211905,0.11434302908726178,8,384
28331428,0.10299166257969593,9,408
106995,0.13834726090993502,7,376
494861,0.07985757884028484,12,268
23999,0.021130303538487338,47,2549
323196,0.04423569598633646,22,519
111744,0.04014478446857519,25,728
11677590,0.05756013745704467,17,118
26398660,0.5560081466395111,1,70
87321,0.2169576059850374,4,58
1519900,0.4821002386634845,2,45
835170,0.03680027643400138,27,546
2877947,0.11317288260150653,8,116
4357109,0.16088686753837408,6,218
2952359,0.04817127564674398,20,384
4385147,0.27708219923788785,3,148
24741,0.10255102040816326,9,890
309403,0.06984003121342178,14,587
793717,0.26327433628318586,3,34
158008,0.07425193941632804,13,493
1169106,0.13742857142857143,7,214
5499713,0.2887112887112887,3,623
397881,0.10073710073710074,9,746
491706,0.23445998445998445,4,106
1450053,0.03812534870745769,26,682
11116033,0.029876123390818556,33,435
2824367,0.11863488624052004,8,86
1295607,0.10342205323193916,9,169
3606755,0.24516129032258063,4,113
1639942,0.08591928251121077,11,155
6454287,0.280417861532159,3,643
19244234,0.06393949810931591,15,512
25256595,0.09299781181619256,10,202
16852310,0.09470198675496688,10,220
1258165,0.09549415909512331,10,318
61482,0.16193181818181818,6,803
219828,0.047362514029180694,21,741
219723,0.058434034100314516,17,909
7583140,0.07329719538062691,13,418
5327090,0.053654743390357695,18,338
1487243,0.033971587399629403,29,750
2639797,0.04184527454582568,24,473
14383484,0.16535226077812828,6,98
341405,0.1509433962264151,6,351
764407,0.25524654495819826,3,76
6326132,0.09736394557823129,10,200
15183719,0.06346666666666667,15,366
2308770,0.1339703953531947,7,195
173996,0.04710437167285046,21,346
119152,0.15666178623718888,6,109
119631,0.027727939977165227,36,2105
3808,0.14599483204134367,6,1499
54304,0.05161060686954974,19,733
71798,0.027454387489139878,36,666
957447,0.37365475678002585,2,99
126457,0.02675261885576148,37,880
1475555,0.13435114503816795,7,282
224762,0.2921511627906977,3,121
44020,0.2755143202904397,3,254
749357,0.035366478728856995,28,1111
468669,0.0362879238548483,27,634
232133,0.10585944414940697,9,1121
7211238,0.029889879391714735,33,455
16902756,0.6722222222222223,1,146
100891,0.020285935085007728,49,1550
9932,0.02548476454293629,39,448
29909615,0.14789533560864618,6,69
5044346,0.2941510505394662,3,111
3311318,0.03993238960490175,25,306
1189543,0.04022582921665491,24,3248
17209722,0.0388180764774044,25,806
3632083,0.118732782369146,8,437
138516,0.07697666318355974,13,1410
157842,0.127816961981765,7,430
123609,0.0410958904109589,24,2346
10643,0.2923387096774194,3,44
728889,0.0356489945155393,28,661
12403,0.07872784150156413,12,349
3077916,0.06571428571428571,15,130
8240947,0.0634727626459144,15,352
23407,0.05450056969236612,18,749
11184537,0.0904373610081542,11,247
27335766,0.0872289156626506,11,128
261435,0.20685714285714285,4,120
12978,0.16063548102383055,6,591
3358555,0.1623989218328841,6,322
223739,0.040840140023337225,24,1865
178041,0.42538354253835425,2,123
896545,0.08817791650409676,11,1398
54809,0.0728947793761112,13,252
26248,0.07659574468085106,13,450
14365232,0.04849547180835524,20,430
2842084,0.09950702939565456,10,182
24080262,0.1339506172839506,7,325
7561550,0.028618152085036794,35,2512
2208024,0.08509389671361503,11,90
7676170,0.2913068508923431,3,285
749490,0.08082528866174522,12,469
51235,0.7925133689839572,1,31
318771,0.02167235494880546,46,2843
557349,0.06454364515211829,15,495
1808194,0.20742591931453053,4,857
11639,0.09602114226985758,10,154
1233313,0.061330561330561334,16,417
55814,0.06552763819095478,15,1585
187158,0.15985732814526588,6,312
35965,0.18892900120336945,5,320
7291611,0.05353535353535353,18,680
199625,0.1446856772521063,6,1417
181365,0.956140350877193,1,16
290472,0.019955272664717014,50,2735
172679,0.21434138737334374,4,263
256198,0.19693877551020408,5,169
59002,0.11936339522546419,8,280
62026,0.04508005596144878,22,450
2901026,0.03185417050266986,31,697
461626,0.033667334669338675,29,441
12006778,0.32850700213624495,3,272
1273126,0.10619469026548672,9,715
2116232,0.03714710252600297,27,170
1894081,0.02852916314454776,35,791
917223,0.2053173241852487,4,93
1005449,0.07038123167155426,14,313
327289,0.05593934288121314,17,482
5014595,0.0651650994970479,15,294
1473712,0.05438013638748033,18,807
285145,0.057133838383838384,17,1510
458237,0.5163251128864189,1,98
502570,0.09018521724078242,11,201
3783630,0.040371966432297575,24,1250
5765342,0.09100998890122086,11,608
3955768,0.05610972568578554,17,205
398607,0.09769567701390211,10,2267
11795905,0.18758085381630013,5,1393
409043,0.20476787954830614,4,414
4711431,0.02627008250108554,38,310
3604604,0.023260359655981236,43,789
4280508,0.044022696145568384,22,514
10962546,0.1507738392411383,6,246
288189,0.03263445761166819,30,425
549980,0.04173531026908292,24,2756
801435,0.10050533408197641,9,1013
36171,0.07782369146005509,12,2697
4455963,0.057560790273556234,17,976
4045206,0.0429030429030429,23,415
7128128,0.20558292282430213,4,452
1646408,0.07954125046244913,12,295
7505908,0.03458297006684104,29,677
6707,0.0391740054661403,25,1131
26995,0.09690444145356662,10,2199
6561,0.20786516853932585,4,89
8155,0.020871985157699443,48,1564
642378,0.04471898381764399,22,624
20855,0.06145946786992376,16,358
430157,0.11669505962521294,8,158
4564448,0.04129129129129129,24,917
8029,0.15361744301288405,6,807
31749,0.04321561338289963,23,333
207227,0.08426966292134831,11,2097
15756,1.3733766233766234,0,18
23320,0.04537313432835821,22,549
12028,0.08319768493398444,12,1456
178836,0.2736842105263158,3,53
15708,0.2869280071545685,3,106
288353,0.21683673469387754,4,310
353866,0.07075788061703554,14,529
1893265,0.25227410551849605,3,1849
920734,0.027806174606419955,36,837
253448,0.10618556701030928,9,684
1247087,0.033181403828623515,30,748
137674,0.08129649309245483,12,817
16713407,0.030425963488843813,33,2648
4320462,0.13754512635379063,7,145
68411,0.18429237947122862,5,225
2410105,0.022235000958405214,45,551
30973818,0.06952566601689408,14,212
86247,0.09268845033969589,10,548
1416331,0.08049176525168174,12,273
31175,0.06019007391763464,16,847
28065,0.04154078549848943,24,465
7777,0.09567705022250476,10,852
10049,0.17480757844878628,5,2605
235249,0.07965152457996266,12,631
48296,0.05090180360721443,19,263
270413,0.10310992848827541,9,355
3987679,0.05104305370616955,19,640
6395338,0.09914255091103966,10,580
128887,0.0650994575045208,15,1038
2968397,0.028431808085295423,35,1792
3306290,0.1664804469273743,6,224
11989454,0.05606523955147808,17,587
1739907,0.22605633802816902,4,608
472593,0.058752636336245855,17,398
2093199,0.0632992327365729,15,485
561069,0.046478623381231154,21,640
1590599,0.05312084993359894,18,175
129927,0.03354121018034721,29,734
9766640,0.050608930987821384,19,199
19806233,0.07869249394673124,12,343
26675139,0.12953367875647667,7,707
10357594,0.05026455026455026,20,266
20834545,0.05185825410544512,19,160
21878292,0.13638052768487552,7,322
8551,0.3388888888888889,2,462
6627,0.014671361502347418,68,1763
148639,0.11118737131091283,9,335
897376,0.044309296264118156,22,167
6848259,0.1261789446851899,7,477
1964288,0.02151130722559294,46,897
176710,0.02177700348432056,46,2123
960841,0.021918941273779982,46,651
629141,0.022577610536218252,44,1618
27448267,0.09581320450885668,10,129
21640150,0.07201225740551584,13,354
119438,1.0306073648971783,0,124
16758655,0.0430285477865122,23,674
39526041,0.45169082125603865,2,26
16680171,0.12729717615419095,7,296
326639,0.03386689132266217,29,829
79805,0.1676300578034682,6,569
998182,0.06304882332279592,15,126
17692954,0.39154929577464787,2,32
19583588,0.4191304347826087,2,94
4388,0.14398563734290845,6,2077
7540,0.024868705591597158,40,3522
63762,0.07040816326530612,14,519
194762,0.07390562819783968,13,884
428795,0.19055677779658148,5,350
29986,0.03428187317947569,29,1019
160806,0.07193548387096774,13,202
1653549,0.2996572253292441,3,104
2563820,0.16181229773462782,6,85
1009783,0.04875761837787154,20,336
735741,0.7198889274557445,1,285
262666,0.16017648187224248,6,252
8524693,0.3420721476510067,2,167
10434788,0.16294494804333406,6,130
2327880,0.04407514450867052,22,544
4626582,0.021933229813664596,46,921
12382570,0.04553928095872171,22,611
25128382,0.10887096774193548,9,203
10190671,0.08489347966429955,11,176
4088067,0.035499624342599546,28,1121
735937,0.022524531668153436,44,1556
10863197,0.24720149253731344,4,3036
25511559,0.10174418604651163,9,517
447615,0.05805609915198956,17,389
1108292,0.06976212259835315,14,498
174430,0.02181884855152182,46,912
13428914,0.046153846153846156,21,330
12109580,0.09359067734887108,10,452
13800,0.5888111888111888,1,37
64669,0.3136684669713336,3,122
1732934,0.3392116182572614,2,937
1381068,0.42353770260747003,2,183
5519174,0.10025119890385933,9,569
7627571,0.07217883113385402,13,846
1521335,0.053126729385722195,18,320
24796666,0.16832151300236406,5,160
23750853,0.06477409036385445,15,174
327592,0.041850969717591016,23,1494
14370884,0.02899728997289973,34,636
4076676,0.03814553990610329,26,573
85042,0.06620139581256232,15,693
584,0.22153300841825432,4,104
162093,0.16503122212310437,6,54
58781,0.05156805690268348,19,480
54890,0.02144957619788964,47,1589
3684925,0.0704145371947757,14,121
2387872,0.38451867816091956,2,56
8158242,0.033099297893681046,30,591
12716582,0.08140985651902682,12,229
5253460,0.20811220621683094,4,1520
21096845,68.0,0,2
80913,0.021622500406437976,46,425
12824384,0.10886806056236481,9,398
8316,0.061280072628234226,16,391
474828,0.05186141596729073,19,1348
111632,0.10959792477302205,9,353
1396480,0.07572738142686329,13,245
7641765,0.0610752688172043,16,268
9644896,0.04351069119840875,23,834
35875811,0.20715835140997832,4,113
592809,0.21339563862928349,4,72
1476994,0.03860711582134747,26,3179
545027,0.16016537839295344,6,461
553121,0.05725863284002819,17,270
1694046,0.028565913916232387,35,500
6935794,0.07979945686233549,12,386
348521,0.032771961766044605,30,579
294180,0.3479933110367893,2,93
4727333,0.09848088004190676,10,343
6889998,0.03297474275023386,30,732
1843661,0.07269832846908994,13,422
11104969,0.0407673860911271,24,503
32436778,0.09341637010676157,10,207
34581532,0.2809667673716012,3,96
5243703,0.05119022540551928,19,604
29330520,0.18661710037174722,5,55
41044949,0.3119533527696793,3,40
9505858,0.06510416666666667,15,427
7279,0.0752868068833652,13,3092
15789,0.1149584487534626,8,746
29695,0.08573784006595218,11,547
35314,0.30205949656750575,3,135
422817,0.03194186243028562,31,1583
632987,0.03912196848999823,25,1445
63286,0.06537267080745342,15,277
639685,0.05249343832020997,19,376
839108,0.09681181959564542,10,1573
4299108,0.02515228925132639,40,1052
262163,0.043413912185495805,23,267
5875630,1.0870824483491022,0,363
9455233,0.035731076633756464,28,930
28779459,0.09694697375468667,10,202
575347,0.01841258491240615,54,899
4444,0.16552819698173155,6,950
33145,0.25241312741312744,3,1015
33103,0.16690751445086704,6,2022
1123,0.013944498136131437,72,3994
28830,0.03431372549019608,29,1139
92203,0.48336472065285624,2,2740
808022,0.04090343233149564,24,1881
86923,0.09878310665712241,10,101
470375,0.22807017543859648,4,150
3315117,4.112903225806452,0,6
288643,0.030073649754500817,33,3708
38455,0.22905878769418214,4,153
961280,0.07052498418722328,14,1591
2102073,0.07548076923076923,13,132
642191,0.07857646229739253,12,816
4414625,0.5869336143308747,1,172
2684294,0.11796008869179601,8,401
977596,0.06804733727810651,14,1046
3048050,0.16223067173637515,6,498
7566789,0.07489514679448772,13,932
1469567,0.6491902278342025,1,507
3771827,0.05550952775476388,18,419
2576398,0.07780447237109592,12,300
7997523,0.14633140972794723,6,402
194203,0.3840310328107322,2,49
3115846,0.07435849410001873,13,1240
2372780,0.8805394990366089,1,430
10370269,0.03121413816846454,32,522
9674144,0.5427333595903899,1,105
9336033,0.0695140553497494,14,456
6289403,0.05812724582540689,17,225
1442853,0.09267110841913992,10,845
